"STATISTIC Label","Month","Type of Fertiliser","UNIT","VALUE"
"Fertiliser Price","2020 November","Compound 10-10-20","Euro per Tonne","365"
"Fertiliser Price","2020 November","Compound 14-7-14","Euro per Tonne","356"
"Fertiliser Price","2020 November","Compound 18-6-12","Euro per Tonne","337"
"Fertiliser Price","2020 November","Compound 24-2.5-10","Euro per Tonne","339"
"Fertiliser Price","2020 November","Compound 27-2.5-5","Euro per Tonne","330"
"Fertiliser Price","2020 November","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2020 November","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2020 November","Compound 20-4-10","Euro per Tonne","338"
"Fertiliser Price","2020 November","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2020 November","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2020 November","Compound 10-5-25","Euro per Tonne","352"
"Fertiliser Price","2020 November","Compound 13-6-20","Euro per Tonne","350"
"Fertiliser Price","2020 November","Compound 15-3-20","Euro per Tonne","355"
"Fertiliser Price","2020 November","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2020 November","Compound 24-2.2-4.5","Euro per Tonne","296"
"Fertiliser Price","2020 November","Compound 19-0-15","Euro per Tonne","314"
"Fertiliser Price","2020 November","Compound 25-4-0","Euro per Tonne","316"
"Fertiliser Price","2020 December","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","230"
"Fertiliser Price","2020 December","Urea (46% N)","Euro per Tonne","326"
"Fertiliser Price","2020 December","Granular Superphosphate (16% P)","Euro per Tonne","359"
"Fertiliser Price","2020 December","Muriate of Potash (50% K)","Euro per Tonne","358"
"Fertiliser Price","2020 December","Compound 0-10-20","Euro per Tonne","364"
"Fertiliser Price","2020 December","Compound 0-7-30","Euro per Tonne","366"
"Fertiliser Price","2020 December","Compound 7-6-17","Euro per Tonne","447"
"Fertiliser Price","2020 December","Compound 10-10-20","Euro per Tonne","365"
"Fertiliser Price","2020 December","Compound 14-7-14","Euro per Tonne","356"
"Fertiliser Price","2020 December","Compound 18-6-12","Euro per Tonne","336"
"Fertiliser Price","2020 December","Compound 24-2.5-10","Euro per Tonne","339"
"Fertiliser Price","2020 December","Compound 27-2.5-5","Euro per Tonne","330"
"Fertiliser Price","2020 December","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2020 December","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2020 December","Compound 20-4-10","Euro per Tonne","336"
"Fertiliser Price","2020 December","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2020 December","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2020 December","Compound 10-5-25","Euro per Tonne","353"
"Fertiliser Price","2020 December","Compound 13-6-20","Euro per Tonne","350"
"Fertiliser Price","2020 December","Compound 15-3-20","Euro per Tonne","355"
"Fertiliser Price","2020 December","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2020 December","Compound 24-2.2-4.5","Euro per Tonne","295"
"Fertiliser Price","2020 December","Compound 19-0-15","Euro per Tonne","313"
"Fertiliser Price","2020 December","Compound 25-4-0","Euro per Tonne","315"
"Fertiliser Price","2021 January","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","229"
"Fertiliser Price","2021 January","Urea (46% N)","Euro per Tonne","328"
"Fertiliser Price","2021 January","Granular Superphosphate (16% P)","Euro per Tonne","357"
"Fertiliser Price","2021 January","Muriate of Potash (50% K)","Euro per Tonne","357"
"Fertiliser Price","2021 January","Compound 0-10-20","Euro per Tonne","364"
"Fertiliser Price","2021 January","Compound 0-7-30","Euro per Tonne","367"
"Fertiliser Price","2021 January","Compound 7-6-17","Euro per Tonne","450"
"Fertiliser Price","2021 January","Compound 10-10-20","Euro per Tonne","367"
"Fertiliser Price","2021 January","Compound 14-7-14","Euro per Tonne","359"
"Fertiliser Price","2021 January","Compound 18-6-12","Euro per Tonne","337"
"Fertiliser Price","2021 January","Compound 24-2.5-10","Euro per Tonne","340"
"Fertiliser Price","2021 January","Compound 27-2.5-5","Euro per Tonne","331"
"Fertiliser Price","2021 January","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2021 January","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2021 January","Compound 20-4-10","Euro per Tonne","339"
"Fertiliser Price","2021 January","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2021 January","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2021 January","Compound 10-5-25","Euro per Tonne","355"
"Fertiliser Price","2021 January","Compound 13-6-20","Euro per Tonne","353"
"Fertiliser Price","2021 January","Compound 15-3-20","Euro per Tonne","359"
"Fertiliser Price","2021 January","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2021 January","Compound 24-2.2-4.5","Euro per Tonne","296"
"Fertiliser Price","2021 January","Compound 19-0-15","Euro per Tonne","313"
"Fertiliser Price","2021 January","Compound 25-4-0","Euro per Tonne","315"
"Fertiliser Price","2021 February","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","242"
"Fertiliser Price","2021 February","Urea (46% N)","Euro per Tonne","346"
"Fertiliser Price","2021 February","Granular Superphosphate (16% P)","Euro per Tonne","369"
"Fertiliser Price","2021 February","Muriate of Potash (50% K)","Euro per Tonne","359"
"Fertiliser Price","2021 February","Compound 0-10-20","Euro per Tonne","367"
"Fertiliser Price","2021 February","Compound 0-7-30","Euro per Tonne","372"
"Fertiliser Price","2021 February","Compound 7-6-17","Euro per Tonne","461"
"Fertiliser Price","2021 February","Compound 10-10-20","Euro per Tonne","379"
"Fertiliser Price","2021 February","Compound 14-7-14","Euro per Tonne","369"
"Fertiliser Price","2021 February","Compound 18-6-12","Euro per Tonne","350"
"Fertiliser Price","2021 February","Compound 24-2.5-10","Euro per Tonne","356"
"Fertiliser Price","2021 February","Compound 27-2.5-5","Euro per Tonne","346"
"Fertiliser Price","2021 February","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2021 February","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2021 February","Compound 20-4-10","Euro per Tonne","346"
"Fertiliser Price","2021 February","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2021 February","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2021 February","Compound 10-5-25","Euro per Tonne","365"
"Fertiliser Price","2021 February","Compound 13-6-20","Euro per Tonne","369"
"Fertiliser Price","2021 February","Compound 15-3-20","Euro per Tonne","359"
"Fertiliser Price","2021 February","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2021 February","Compound 24-2.2-4.5","Euro per Tonne","305"
"Fertiliser Price","2021 February","Compound 19-0-15","Euro per Tonne","320"
"Fertiliser Price","2021 February","Compound 25-4-0","Euro per Tonne","321"
"Fertiliser Price","2021 March","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","262"
"Fertiliser Price","2021 March","Urea (46% N)","Euro per Tonne","374"
"Fertiliser Price","2021 March","Granular Superphosphate (16% P)","Euro per Tonne","379"
"Fertiliser Price","2021 March","Muriate of Potash (50% K)","Euro per Tonne","368"
"Fertiliser Price","2021 March","Compound 0-10-20","Euro per Tonne","377"
"Fertiliser Price","2021 March","Compound 0-7-30","Euro per Tonne","382"
"Fertiliser Price","2021 March","Compound 7-6-17","Euro per Tonne","470"
"Fertiliser Price","2021 March","Compound 10-10-20","Euro per Tonne","394"
"Fertiliser Price","2021 March","Compound 14-7-14","Euro per Tonne","380"
"Fertiliser Price","2021 March","Compound 18-6-12","Euro per Tonne","367"
"Fertiliser Price","2021 March","Compound 24-2.5-10","Euro per Tonne","371"
"Fertiliser Price","2021 March","Compound 27-2.5-5","Euro per Tonne","361"
"Fertiliser Price","2021 March","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2021 March","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2021 March","Compound 20-4-10","Euro per Tonne","366"
"Fertiliser Price","2021 March","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2021 March","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2021 March","Compound 10-5-25","Euro per Tonne","378"
"Fertiliser Price","2021 March","Compound 13-6-20","Euro per Tonne","377"
"Fertiliser Price","2021 March","Compound 15-3-20","Euro per Tonne","370"
"Fertiliser Price","2021 March","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2021 March","Compound 24-2.2-4.5","Euro per Tonne","324"
"Fertiliser Price","2021 March","Compound 19-0-15","Euro per Tonne","335"
"Fertiliser Price","2021 March","Compound 25-4-0","Euro per Tonne","335"
"Fertiliser Price","2021 April","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","281"
"Fertiliser Price","2021 April","Urea (46% N)","Euro per Tonne","389"
"Fertiliser Price","2021 April","Granular Superphosphate (16% P)","Euro per Tonne",""
"Fertiliser Price","2021 April","Muriate of Potash (50% K)","Euro per Tonne","380"
"Fertiliser Price","2021 April","Compound 0-10-20","Euro per Tonne","383"
"Fertiliser Price","2021 April","Compound 0-7-30","Euro per Tonne","389"
"Fertiliser Price","2021 April","Compound 7-6-17","Euro per Tonne","496"
"Fertiliser Price","2021 April","Compound 10-10-20","Euro per Tonne","412"
"Fertiliser Price","2021 April","Compound 14-7-14","Euro per Tonne","386"
"Fertiliser Price","2021 April","Compound 18-6-12","Euro per Tonne","377"
"Fertiliser Price","2021 April","Compound 24-2.5-10","Euro per Tonne","385"
"Fertiliser Price","2021 April","Compound 27-2.5-5","Euro per Tonne","374"
"Fertiliser Price","2021 April","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2021 April","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2021 April","Compound 20-4-10","Euro per Tonne","371"
"Fertiliser Price","2021 April","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2021 April","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2021 April","Compound 10-5-25","Euro per Tonne","393"
"Fertiliser Price","2021 April","Compound 13-6-20","Euro per Tonne","386"
"Fertiliser Price","2021 April","Compound 15-3-20","Euro per Tonne","376"
"Fertiliser Price","2021 April","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2021 April","Compound 24-2.2-4.5","Euro per Tonne","334"
"Fertiliser Price","2021 April","Compound 19-0-15","Euro per Tonne","341"
"Fertiliser Price","2021 April","Compound 25-4-0","Euro per Tonne","338"
"Fertiliser Price","2021 May","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","296"
"Fertiliser Price","2021 May","Urea (46% N)","Euro per Tonne","405"
"Fertiliser Price","2021 May","Granular Superphosphate (16% P)","Euro per Tonne",""
"Fertiliser Price","2021 May","Muriate of Potash (50% K)","Euro per Tonne","385"
"Fertiliser Price","2021 May","Compound 0-10-20","Euro per Tonne","388"
"Fertiliser Price","2021 May","Compound 0-7-30","Euro per Tonne","393"
"Fertiliser Price","2021 May","Compound 7-6-17","Euro per Tonne","499"
"Fertiliser Price","2021 May","Compound 10-10-20","Euro per Tonne","426"
"Fertiliser Price","2021 May","Compound 14-7-14","Euro per Tonne","401"
"Fertiliser Price","2021 May","Compound 18-6-12","Euro per Tonne","393"
"Fertiliser Price","2021 May","Compound 24-2.5-10","Euro per Tonne","400"
"Fertiliser Price","2021 May","Compound 27-2.5-5","Euro per Tonne","391"
"Fertiliser Price","2021 May","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2021 May","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2021 May","Compound 20-4-10","Euro per Tonne","388"
"Fertiliser Price","2021 May","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2021 May","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2021 May","Compound 10-5-25","Euro per Tonne","406"
"Fertiliser Price","2021 May","Compound 13-6-20","Euro per Tonne","401"
"Fertiliser Price","2021 May","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2021 May","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2021 May","Compound 24-2.2-4.5","Euro per Tonne","357"
"Fertiliser Price","2021 May","Compound 19-0-15","Euro per Tonne","364"
"Fertiliser Price","2021 May","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2021 June","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","299"
"Fertiliser Price","2021 June","Urea (46% N)","Euro per Tonne","411"
"Fertiliser Price","2021 June","Granular Superphosphate (16% P)","Euro per Tonne",""
"Fertiliser Price","2021 June","Muriate of Potash (50% K)","Euro per Tonne","392"
"Fertiliser Price","2021 June","Compound 0-10-20","Euro per Tonne","395"
"Fertiliser Price","2021 June","Compound 0-7-30","Euro per Tonne","400"
"Fertiliser Price","2021 June","Compound 7-6-17","Euro per Tonne","502"
"Fertiliser Price","2021 June","Compound 10-10-20","Euro per Tonne","430"
"Fertiliser Price","2021 June","Compound 14-7-14","Euro per Tonne","403"
"Fertiliser Price","2021 June","Compound 18-6-12","Euro per Tonne","397"
"Fertiliser Price","2021 June","Compound 24-2.5-10","Euro per Tonne","404"
"Fertiliser Price","2021 June","Compound 27-2.5-5","Euro per Tonne","395"
"Fertiliser Price","2021 June","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2021 June","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2021 June","Compound 20-4-10","Euro per Tonne","395"
"Fertiliser Price","2021 June","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2021 June","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2021 June","Compound 10-5-25","Euro per Tonne","411"
"Fertiliser Price","2021 June","Compound 13-6-20","Euro per Tonne","402"
"Fertiliser Price","2021 June","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2021 June","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2021 June","Compound 24-2.2-4.5","Euro per Tonne","362"
"Fertiliser Price","2021 June","Compound 19-0-15","Euro per Tonne","366"
"Fertiliser Price","2021 June","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2021 July","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","305"
"Fertiliser Price","2021 July","Urea (46% N)","Euro per Tonne","419"
"Fertiliser Price","2021 July","Granular Superphosphate (16% P)","Euro per Tonne",""
"Fertiliser Price","2021 July","Muriate of Potash (50% K)","Euro per Tonne","399"
"Fertiliser Price","2021 July","Compound 0-10-20","Euro per Tonne","398"
"Fertiliser Price","2021 July","Compound 0-7-30","Euro per Tonne","403"
"Fertiliser Price","2021 July","Compound 7-6-17","Euro per Tonne","506"
"Fertiliser Price","2021 July","Compound 10-10-20","Euro per Tonne","446"
"Fertiliser Price","2021 July","Compound 14-7-14","Euro per Tonne","410"
"Fertiliser Price","2021 July","Compound 18-6-12","Euro per Tonne","403"
"Fertiliser Price","2021 July","Compound 24-2.5-10","Euro per Tonne","410"
"Fertiliser Price","2021 July","Compound 27-2.5-5","Euro per Tonne","401"
"Fertiliser Price","2021 July","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2021 July","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","2021 July","Compound 20-4-10","Euro per Tonne","400"
"Fertiliser Price","2021 July","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2021 July","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2021 July","Compound 10-5-25","Euro per Tonne","418"
"Fertiliser Price","2021 July","Compound 13-6-20","Euro per Tonne","408"
"Fertiliser Price","2021 July","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2021 July","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2021 July","Compound 24-2.2-4.5","Euro per Tonne","369"
"Fertiliser Price","2021 July","Compound 19-0-15","Euro per Tonne","369"
"Fertiliser Price","2021 July","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2021 August","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","316"
"Fertiliser Price","2021 August","Urea (46% N)","Euro per Tonne","425"
"Fertiliser Price","2021 August","Granular Superphosphate (16% P)","Euro per Tonne","458"
"Fertiliser Price","2021 August","Muriate of Potash (50% K)","Euro per Tonne","419"
"Fertiliser Price","2021 August","Compound 0-10-20","Euro per Tonne","428"
